ORGANIZATIONID,SUBSCRIBEDIPRANGENO,STARTIP,ENDIP
95,7,103.242.128.0,103.242.131.255
95,8,128.122.0.0,128.122.255.255
95,9,128.238.0.0,128.238.255.255
95,10,176.74.48.32,176.74.48.63
95,11,180.169.77.32,180.169.77.63
95,12,183.91.53.128,183.91.53.159
95,13,192.76.177.0,192.76.177.255
95,14,192.86.139.0,192.86.139.255
95,15,192.114.110.0,192.114.110.255
95,16,193.175.54.0,193.175.54.255
95,17,193.205.158.0,193.205.158.128
95,18,193.206.104.0,193.206.104.255
95,19,194.214.81.0,194.214.81.255
95,20,195.113.94.0,195.113.94.255
95,21,195.229.110.0,195.229.110.191
95,22,198.71.44.128,198.71.44.191
95,23,202.66.60.160,202.66.60.191
95,24,203.126.200.0,203.126.200.255
95,25,203.174.165.128,203.174.165.255
95,26,212.219.93.0,212.219.93.255
95,27,212.234.214.0,212.234.214.255
95,28,213.42.147.0,213.42.147.63
95,29,216.165.0.0,216.165.127.255
96,25,14.139.95.68,14.139.95.68
96,26,203.200.217.180,203.200.217.180
97,1,173.74.201.242,173.74.201.246
97,2,71.123.233.146,71.123.233.150
97,3,129.120.1.0,129.120.5.255
97,4,129.120.7.0,129.120.95.255
97,5,129.120.104.0,129.120.225.255
97,6,129.120.227.0,129.120.255.255
97,7,65.113.120.0,65.113.123.255
97,8,129.120.96.0,129.120.103.255
97,9,192.124.35.158,192.124.35.158
98,1,64.39.96.1,64.39.111.254
99,1,129.85.0.0,129.85.255.255
100,1,141.211.0.0,141.211.255.255
100,2,207.75.147.0,207.75.159.255
100,3,207.75.46.128,207.75.46.255
100,4,207.75.144.0,207.75.145.255
100,5,207.75.176.0,207.75.183.255
100,6,141.212.0.0,141.212.255.255
100,7,141.213.0.0,141.213.255.255
100,8,198.108.200.0,198.108.200.255
100,9,198.111.224.0,198.111.227.255
101,1,130.239.0.0,130.239.255.255
102,1,64.233.160.0,64.233.191.255
102,2,66.102.0.0,66.102.15.255
102,3,66.249.64.0,66.249.95.255
102,4,72.14.192.0,72.14.255.255
102,5,74.125.0.0,74.125.255.255
102,6,209.85.128.0,209.85.255.255
102,7,216.239.32.0,216.239.63.255
103,1,67.188.135.136,67.188.135.136
103,2,50.0.242.23,50.0.242.23
103,3,142.254.54.20,142.254.54.20
103,4,127.0.0.1,127.0.0.1
104,1,198.185.25.201,198.185.25.201
104,2,207.24.130.100,207.24.130.100
104,3,198.185.24.201,198.185.24.201
105,16651,61.191.28.96,61.191.28.111
106,16652,210.45.56.0,210.45.63.255
106,16653,36.32.161.240,36.32.161.255
106,16654,58.242.129.242,58.242.129.254
106,16655,60.171.124.66,60.171.124.79
107,16656,210.45.208.1,210.45.223.255
107,16657,220.178.4.193,220.178.4.254
107,16658,220.180.56.1,220.180.56.254
107,16659,220.248.229.129,220.248.229.254
107,16660,61.190.42.1,61.190.42.127
108,16661,121.251.64.0,121.251.79.255
108,16662,210.45.144.0,210.45.159.255
108,16663,58.242.244.96,58.242.244.111
108,16664,60.175.65.0,60.175.65.128
109,16665,114.255.28.1,114.255.28.255
109,16666,123.127.160.1,123.127.160.255
109,16667,123.127.161.1,123.127.161.255
109,16668,123.127.162.1,123.127.162.255
109,16669,202.99.51.22,202.99.51.22
109,16670,222.128.53.192,222.128.53.192
109,16671,58.30.28.2,58.30.28.2
111,16689,111.207.2.1,111.207.2.255
111,16690,114.251.79.65,114.251.79.126
111,16691,218.205.187.129,218.205.187.158
111,16692,218.205.190.193,218.205.190.254
111,16693,218.205.191.97,218.205.191.126
111,16694,219.242.32.1,219.242.47.254
111,16695,222.249.240.1,222.249.247.254
111,16696,60.247.38.1,60.247.38.255
112,16697,114.247.111.1,114.247.111.127
112,16698,202.112.6.153,202.112.6.154
112,16699,222.199.145.0,222.199.145.24
112,16700,58.132.130.0,58.132.130.24
112,16701,58.132.131.0,58.132.131.24
112,16702,61.50.168.8,61.50.168.15
112,16703,61.50.171.165,61.50.171.166
112,16704,61.50.172.128,61.50.172.159
112,16705,61.50.172.89,61.50.172.90
113,16706,221.10.5.216,221.10.5.216
114,16707,123.124.228.0,123.124.228.255
114,16708,123.124.65.128,123.124.65.191
114,16709,124.127.179.0,124.127.179.255
114,16710,124.127.180.0,124.127.180.127
114,16711,124.205.193.128,124.205.193.159
114,16712,202.108.128.0,202.108.129.255
114,16713,202.204.208.0,202.204.223.255
114,16714,219.142.63.0,219.142.63.31
115,16715,111.116.128.0,111.116.255.255
115,16716,210.47.0.0,210.47.7.255
115,16717,218.62.42.0,218.62.42.31
115,16718,222.168.18.128,222.168.18.160
116,16719,111.116.0.0,111.116.63.255
116,16720,125.223.128.0,125.223.159.0
1078,1,194.94.136.0,194.94.141.255
1079,1,134.219.0.0,134.219.115.255
1079,2,134.219.116.16,134.219.116.255
1079,3,134.219.117.0,134.219.223.255
1079,4,134.219.225.0,134.219.255.255
1080,1,192.207.234.0,192.207.234.255
116,16721,202.198.176.0,202.198.191.255
116,16722,218.62.2.224,218.62.2.255
116,16723,222.168.20.224,222.168.20.255
116,16724,222.27.48.0,222.27.63.255
116,16725,222.28.211.0,222.28.211.127
117,16726,1.51.32.1,1.51.47.254
117,16727,1.51.48.1,1.51.55.254
117,16728,112.82.247.130,112.82.247.158
117,16729,202.195.96.1,202.195.103.254
117,16730,211.65.64.1,211.65.79.254
117,16731,218.93.22.97,218.93.22.102
117,16732,219.230.114.1,219.230.159.254
117,16733,221.131.88.81,221.131.88.95
117,16734,222.185.121.1,222.185.121.32
117,16735,222.185.140.129,222.185.140.191
117,16736,58.194.10.1,58.194.11.254
117,16737,58.194.16.1,58.194.23.254
117,16738,58.241.65.65,58.241.65.95
117,16739,58.241.86.185,58.241.86.190
118,16740,119.6.28.226,119.6.28.232
118,16741,119.78.80.0,119.78.80.255
118,16742,119.78.81.0,119.78.81.255
118,16743,210.75.236.0,210.75.236.255
118,16744,210.75.237.0,210.75.237.255
119,16745,110.191.168.2,110.191.177.254
119,16746,110.191.249.130,110.191.255.254
119,16747,110.191.249.2,110.191.249.126
119,16748,202.115.128.0,202.115.143.255
119,16749,222.210.18.1,222.210.27.254
119,16750,223.128.0.0,223.128.127.0
120,16751,159.226.140.0,159.226.142.255
120,16752,210.75.234.0,210.75.234.255
121,16753,218.242.127.80,218.242.127.80
122,16754,60.191.45.224,60.191.45.231
123,16755,121.249.192.0,121.249.223.255
123,16756,121.251.216.0,121.251.222.0
123,16757,121.251.224.0,121.251.239.255
123,16758,123.234.48.178,123.234.48.178
123,16759,123.235.3.1,123.235.3.126
123,16760,180.201.192.0,180.201.223.255
123,16761,211.64.128.0,211.64.159.255
123,16762,211.87.128.0,211.87.143.255
66,36507,132.239.0.0,132.239.255.255
66,36508,132.239.1.230,132.239.1.232
66,36509,132.239.1.231,132.239.1.231
66,36510,132.239.1.232,132.239.1.232
66,36511,132.239.142.130,132.239.142.130
66,36512,132.249.0.0,132.249.255.255
66,36513,137.110.1.0,137.110.113.255
66,36514,137.110.114.0,137.110.114.37
66,36515,137.110.114.39,137.110.114.255
66,36516,137.110.115.0,137.110.141.255
66,36517,137.110.143.0,137.110.161.255
66,36518,137.110.162.16,137.110.162.255
66,36519,137.110.163.0,137.110.243.255
66,36520,137.110.192.0,137.110.192.255
66,36521,137.110.2.0,137.110.99.255
66,36522,137.110.244.1,137.110.244.127
66,36523,137.110.244.160,137.110.244.255
66,36524,137.110.245.0,137.110.255.255
66,36525,169.228.0.0,169.228.171.255
66,36526,169.228.196.0,169.228.255.255
66,36527,192.12.207.0,192.12.207.255
66,36528,192.135.237.0,192.135.237.255
66,36529,192.135.238.0,192.135.238.255
66,36530,192.172.226.0,192.172.226.120
66,36531,192.172.226.122,192.172.226.255
66,36532,192.31.21.112,192.31.21.112
66,36533,192.31.21.159,192.31.21.159
66,36534,192.31.21.28,192.31.21.28
66,36535,192.65.200.0,192.65.200.255
66,36536,192.67.20.0,192.67.21.255
66,36537,192.67.81.0,192.67.82.255
66,36538,198.17.101.0,198.17.101.255
66,36539,198.17.46.0,198.17.46.255
66,36540,198.17.47.0,198.17.47.255
66,36541,198.187.221.0,198.187.222.255
66,36542,198.202.105.0,198.202.127.255
66,36543,198.202.64.0,198.202.64.255
66,36544,198.202.71.0,198.202.99.255
66,36545,67.58.32.0,67.58.63.255
66,36546,69.196.32.0,69.196.35.255
67,36547,128.111.0.0,128.111.255.255
67,36548,128.111.125.82,128.111.125.82
67,36549,128.111.61.1,128.111.61.254
67,36550,169.231.0.0,169.231.255.255
68,36551,128.114.0.0,128.114.255.255
68,36552,128.114.163.7,128.114.163.7
68,36553,128.114.228.0,128.114.228.255
68,36554,169.233.0.0,169.233.255.255
69,1,160.36.0.0,160.36.255.255
69,2,165.6.192.0,165.6.255.255
69,3,216.96.128.0,216.96.255.255
69,4,192.249.0.0,192.249.15.255
70,1,129.206.45.0,129.206.49.255
70,2,129.206.51.0,129.206.51.255
70,3,129.206.245.0,129.206.245.255
70,4,129.206.196.0,129.206.206.255
70,5,129.206.132.0,129.206.132.255
70,6,129.206.186.0,129.206.186.255
70,7,129.206.193.0,129.206.193.255
70,8,129.206.253.0,129.206.253.255
71,1,128.174.1.0,128.174.8.255
71,2,128.174.9.0,128.174.9.65
71,3,128.174.9.95,128.174.9.255
71,4,192.17.0.0,192.17.255.255
71,5,128.174.88.0,128.174.255.255
71,6,130.126.0.0,130.126.255.255
71,7,128.174.10.0,128.174.86.255
72,1,152.3.0.0,152.3.255.255
72,2,198.86.29.0,198.86.29.255
72,3,67.159.64.0,67.159.127.255
72,4,152.16.0.0,152.16.255.255
73,1,212.87.0.0,212.87.255.255
74,1,134.76.6.0,134.76.7.255
74,2,134.76.249.17,134.76.249.21
74,3,134.76.18.0,134.76.19.255
74,4,134.76.20.4,134.76.20.4
74,5,134.76.21.192,134.76.21.207
74,6,134.76.22.129,134.76.22.158
74,7,134.76.34.0,134.76.38.255
74,8,134.76.40.0,134.76.48.255
74,9,134.76.60.0,134.76.97.255
74,10,134.76.103.0,134.76.103.255
74,11,134.76.105.0,134.76.112.255
74,12,134.76.113.128,134.76.113.254
74,13,134.76.114.0,134.76.127.255
74,14,134.76.128.1,134.76.128.239
74,15,134.76.128.241,134.76.128.254
74,16,134.76.129.0,134.76.197.255
74,17,134.76.200.0,134.76.205.255
74,18,134.76.207.0,134.76.207.255
74,19,134.76.245.0,134.76.245.255
74,20,134.76.247.225,134.76.247.253
74,21,134.76.249.1,134.76.249.1
74,22,134.76.249.5,134.76.249.5
74,23,134.76.249.10,134.76.249.10
74,24,134.76.10.66,134.76.10.66
75,1,217.112.157.21,217.112.157.23
75,2,109.171.128.0,109.171.255.255
76,1,128.196.0.0,128.196.255.255
76,3,140.252.24.216,140.252.24.221
76,4,192.12.69.0,192.12.69.255
76,5,192.12.196.0,192.12.196.255
76,6,192.31.28.0,192.31.28.255
76,7,192.82.237.0,192.82.237.255
76,8,198.60.153.41,198.60.153.41
76,9,198.60.159.0,198.60.159.255
76,10,198.151.212.0,198.151.212.255
76,11,140.252.86.10,140.252.86.19
76,12,199.104.244.0,199.104.245.255
76,13,140.252.86.100,140.252.86.113
76,14,204.27.250.0,204.27.250.255
76,15,140.252.87.0,140.252.87.255
76,16,208.68.28.0,208.68.31.255
76,18,150.135.0.0,150.135.255.255
77,1,199.253.0.0,199.253.9.255
78,1,134.95.0.0,134.95.255.255
80,1,141.223.0.0,141.223.255.255
81,1,134.100.0.0,134.100.255.255
82,1,61.117.144.227,61.117.144.227
83,1,132.229.1.0,132.229.32.255
83,2,132.229.36.0,132.229.235.255
83,3,132.229.238.0,132.229.255.255
83,4,145.118.224.0,145.118.239.255
83,5,145.107.160.0,145.107.191.255
83,6,145.118.64.0,145.118.71.255
83,7,145.118.80.0,145.118.95.255
83,8,145.88.0.0,145.88.255.255
84,1,130.56.0.0,130.56.255.255
84,2,203.0.19.0,203.0.19.255
84,3,150.203.0.0,150.203.255.255
85,1,134.197.0.0,134.197.127.255
85,2,132.174.250.16,132.174.250.16
88,1,131.230.240.0,131.230.255.255
88,2,131.230.0.0,131.230.223.255
89,1,152.1.0.0,152.1.255.255
89,2,152.14.0.0,152.14.255.255
89,3,152.7.0.0,152.7.255.255
90,1,128.173.0.0,128.173.255.255
90,2,198.82.0.0,198.82.255.255
90,3,208.16.73.0,208.16.73.255
90,4,206.105.198.0,206.105.198.255
90,5,38.68.240.0,38.68.243.255
90,6,208.22.128.0,208.22.159.255
90,7,128.173.127.127,128.173.127.127
90,8,38.68.251.0,38.68.251.255
90,9,38.68.252.0,38.68.252.255
90,10,38.68.253.0,38.68.253.255
90,11,38.68.254.0,38.68.254.255
90,12,198.69.172.0,198.69.172.255
90,13,38.68.224.0,38.68.239.255
90,14,208.22.130.0,208.22.130.255
91,1,146.107.0.0,146.107.255.255
92,1,65.254.111.220,65.254.111.250
93,1,140.109.0.0,140.109.212.255
93,2,140.109.241.0,140.109.255.255
93,3,140.109.235.0,140.109.239.255
93,4,140.109.214.0,140.109.233.255
94,1,130.226.186.0,130.226.189.255
94,2,130.226.219.0,130.226.232.255
94,3,130.226.237.0,130.226.237.255
94,4,192.38.9.211,192.38.9.211
94,5,192.38.16.0,192.38.26.255
94,6,192.38.28.0,192.38.31.255
94,7,192.38.96.0,192.38.99.255
94,8,192.38.100.0,192.38.102.255
94,9,192.38.103.0,192.38.103.193
94,10,192.38.103.239,192.38.103.255
94,11,192.38.104.0,192.38.106.255
94,12,192.38.107.0,192.38.107.45
94,13,192.38.107.56,192.38.107.255
94,14,192.38.108.0,192.38.127.255
94,15,195.41.77.253,195.41.77.253
94,16,130.225.100.0,130.225.127.255
94,17,130.225.176.0,130.225.179.255
94,18,130.225.188.0,130.225.189.255
94,19,130.225.200.0,130.225.215.255
94,20,130.225.225.0,130.225.227.255
94,21,130.225.238.0,130.225.238.255
94,22,130.225.251.0,130.225.252.255
94,23,130.225.96.0,130.225.99.255
94,24,130.226.171.114,130.226.171.114
94,25,130.226.178.0,130.226.178.160
95,1,59.79.127.0,59.79.127.255
1,1,192.197.71.0,192.197.71.255
1,2,142.61.249.0,142.61.249.24
1,3,142.61.253.0,142.61.253.24
1,4,66.97.31.241,66.97.31.254
1,5,134.87.2.32,134.87.2.47
1,6,198.164.7.0,198.164.7.15
1,7,199.116.233.250,199.116.233.250
1,8,206.167.249.0,206.167.249.255
1,9,207.23.254.16,207.23.254.31
1,10,208.75.72.176,208.75.72.191
2,1,131.204.0.0,131.204.255.255
4,1,192.122.250.0,192.122.250.255
4,2,212.64.228.0,212.64.228.255
5,1,128.148.0.0,128.148.255.255
5,2,138.16.0.0,138.16.255.255
6,1,158.109.124.5,158.109.124.5
7,1,130.79.19.0,130.79.19.255
7,2,130.79.92.128,130.79.92.255
8,1,143.48.0.0,143.48.255.255
9,1,24.97.98.201,24.97.98.202
9,2,128.84.0.0,128.84.255.255
9,3,128.253.0.0,128.253.255.255
9,4,132.236.0.0,132.236.255.255
9,5,205.128.136.0,205.128.137.255
9,6,207.86.242.1,207.86.242.254
9,7,24.39.199.210,24.39.199.210
9,8,69.95.145.1,69.95.145.37
9,9,205.232.123.181,205.232.123.190
9,10,209.4.89.82,209.4.89.94
9,11,38.117.133.0,38.117.133.255
9,12,140.251.0.0,140.251.255.255
9,13,157.139.0.0,157.139.255.255
9,14,207.162.240.0,207.162.255.255
9,15,205.227.90.105,205.227.90.105
9,16,143.104.0.0,143.104.15.255
9,17,143.104.20.0,143.104.23.255
9,18,143.104.27.0,143.104.27.255
9,19,143.104.30.0,143.104.30.255
9,20,143.104.31.0,143.104.31.23
9,21,143.104.31.32,143.104.31.63
9,22,143.104.31.128,143.104.31.255
9,23,143.104.32.64,143.104.32.255
9,24,143.104.80.0,143.104.87.255
9,25,143.104.96.0,143.104.143.255
9,26,143.104.160.0,143.104.175.255
9,27,143.104.210.0,143.104.211.255
9,28,143.104.216.0,143.104.219.255
9,29,143.104.240.0,143.104.255.255
10,1,216.99.64.0,216.99.95.255
11,1,115.113.56.146,115.113.56.146
11,2,12.167.65.165,12.167.65.165
11,3,12.40.42.200,12.40.42.200
11,4,122.97.245.209,122.97.245.209
11,5,124.124.211.229,124.124.211.229
11,6,124.65.74.2,124.65.74.2
11,7,124.66.128.162,124.66.128.162
11,8,125.129.1.164,125.129.1.164
11,9,150.101.205.148,150.101.205.148
11,10,170.54.0.0,170.54.255.255
11,11,192.130.181.190,192.130.181.190
11,12,192.26.233.0,192.26.233.255
11,13,193.149.191.1,193.149.191.1
11,14,193.184.54.166,193.184.54.166
11,15,193.184.54.94,193.184.54.94
11,16,194.137.218.210,194.137.218.210
11,17,194.250.242.58,194.250.242.58
11,18,194.252.108.5,194.252.108.5
11,19,194.45.249.170,194.45.249.170
11,20,195.168.25.34,195.168.25.34
11,21,195.85.110.21,195.85.110.21
11,22,195.85.16.188,195.85.16.188
11,23,200.153.104.34,200.153.104.34
11,24,200.76.167.2,200.76.167.2
11,25,201.116.206.114,201.116.206.114
11,26,201.120.185.1,201.120.185.1
11,27,205.171.59.94,205.171.59.94
11,28,209.162.253.226,209.162.253.226
11,29,209.213.211.179,209.213.211.179
11,30,210.13.108.98,210.13.108.98
11,31,212.243.143.122,212.243.143.122
11,32,212.29.180.50,212.29.180.50
11,33,216.54.218.101,216.54.218.101
11,34,217.133.43.122,217.133.43.122
11,35,217.243.193.34,217.243.193.34
11,36,217.25.199.169,217.25.199.169
11,37,218.28.211.242,218.28.211.242
11,38,218.28.88.154,218.28.88.154
11,39,218.4.140.194,218.4.140.194
11,40,220.227.163.194,220.227.163.194
11,41,41.134.147.122,41.134.147.122
11,42,46.44.151.77,46.44.151.77
11,43,52.129.0.0,52.129.255.255
11,44,52.35.0.1,52.35.0.10
11,45,58.211.197.253,58.211.197.253
11,46,59.146.75.36,59.146.75.36
11,47,60.51.178.118,60.51.178.118
11,48,62.105.132.186,62.105.132.186
11,49,62.160.227.41,62.160.227.41
11,50,62.241.223.46,62.241.223.46
11,51,62.49.181.3,62.49.181.3
11,52,62.49.222.74,62.49.222.74
11,53,62.49.82.154,62.49.82.154
11,54,62.58.37.154,62.58.37.154
11,55,62.58.96.105,62.58.96.105
11,56,63.144.179.126,63.144.179.126
11,57,63.144.179.254,63.144.179.254
11,58,63.144.66.174,63.144.66.174
1080,2,24.43.252.200,24.43.252.206
24,5,164.144.232.0,164.144.232.255
260,1,61.142.248.0,61.142.248.32
260,2,110.64.160.0,110.64.175.255
260,3,110.65.80.0,110.65.95.255
260,4,116.57.48.0,116.57.63.255
260,5,121.8.171.0,121.8.171.255
260,6,121.9.250.240,121.9.250.255
260,7,121.33.232.128,121.33.232.161
11,59,63.230.155.18,63.230.155.18
11,60,65.112.60.218,65.112.60.218
11,61,65.115.1.54,65.115.1.54
11,62,65.115.48.70,65.115.48.70
11,63,72.166.170.42,72.166.170.42
11,64,80.120.21.210,80.120.21.210
11,65,80.137.178.181,80.137.178.181
11,66,80.156.9.146,80.156.9.146
11,67,80.188.37.58,80.188.37.58
11,68,80.35.140.194,80.35.140.194
11,69,80.35.170.205,80.35.170.205
11,70,81.148.67.28,81.148.67.28
11,71,81.209.12.42,81.209.12.42
11,72,81.252.114.137,81.252.114.137
11,73,81.252.114.145,81.252.114.145
11,74,81.252.126.129,81.252.126.129
11,75,83.110.226.164,83.110.226.164
11,76,85.131.14.174,85.131.14.174
11,77,86.176.41.122,86.176.41.122
11,78,89.186.171.10,89.186.171.10
11,79,89.186.171.13,89.186.171.13
11,80,89.186.171.2,89.186.171.2
11,81,90.83.175.121,90.83.175.121
12,1,193.170.94.128,193.170.94.192
13,1,138.236.0.0,138.236.255.255
13,2,2620:46:8000:0:0:0:0:0,2620:46:8000:ffff:ffff:ffff:ffff:ffff
14,1,128.214.0.0,128.214.7.255
14,2,128.214.8.0,128.214.11.255
14,3,128.214.14.0,128.214.15.255
14,4,128.214.16.0,128.214.19.255
14,5,128.214.20.0,128.214.21.255
14,6,128.214.38.0,128.214.39.255
14,7,128.214.48.0,128.214.63.255
14,8,128.214.64.0,128.214.79.255
14,9,128.214.80.0,128.214.81.255
14,10,128.214.87.0,128.214.87.255
14,11,128.214.88.0,128.214.95.255
14,12,128.214.98.0,128.214.99.255
14,13,128.214.100.0,128.214.101.255
14,14,128.214.120.0,128.214.121.255
14,15,128.214.122.0,128.214.122.255
14,16,128.214.126.0,128.214.127.255
14,17,128.214.128.0,128.214.129.255
14,18,128.214.135.0,128.214.135.255
14,19,128.214.136.0,128.214.137.255
14,20,128.214.138.0,128.214.138.255
14,21,128.214.144.0,128.214.151.255
14,22,128.214.160.0,128.214.191.255
14,23,128.214.192.0,128.214.207.255
14,24,128.214.208.0,128.214.215.255
14,25,128.214.222.0,128.214.223.255
14,26,128.214.224.0,128.214.227.255
14,27,128.214.228.0,128.214.229.255
14,28,128.214.232.0,128.214.239.255
14,29,192.98.86.0,192.98.86.255
14,30,193.166.128.0,193.166.129.255
14,31,193.166.130.0,193.166.130.255
14,32,193.166.176.0,193.166.176.255
14,33,193.166.182.0,193.166.183.255
14,34,193.167.161.0,193.167.161.255
14,35,193.166.190.0,193.166.190.255
14,36,193.166.253.0,193.166.253.255
15,1,193.166.190.0,193.166.190.255
15,2,193.166.253.0,193.166.253.255
16,1,138.102.192.62,138.102.192.62
16,2,138.102.192.41,138.102.192.41
16,4,194.167.77.53,194.167.77.53
16,6,147.99.112.77,147.99.112.77
16,7,147.100.96.100,147.100.96.100
16,8,147.100.121.139,147.100.121.139
16,9,147.100.104.65,147.100.104.65
16,10,147.99.128.177,147.99.128.177
16,11,147.100.144.178,147.100.144.178
16,12,147.100.148.181,147.100.148.181
16,13,147.100.154.53,147.100.154.53
852,1,61.128.109.218,61.128.109.218
852,2,61.138.251.146,61.138.251.158
852,3,61.138.251.242,61.138.251.246
852,4,124.117.216.114,124.117.216.114
852,5,124.117.219.210,124.117.219.210
852,6,124.117.228.2,124.117.228.3
852,7,124.117.236.65,124.117.236.79
852,8,124.117.236.141,124.117.236.142
852,9,210.26.168.1,210.26.175.255
852,10,220.171.94.218,220.171.94.218
852,11,221.181.23.201,221.181.23.209
852,12,222.60.0.153,222.60.0.155
852,13,222.82.209.202,222.82.209.202
852,14,222.82.210.34,222.82.210.34
852,15,222.82.239.146,222.82.239.146
852,16,222.82.239.150,222.82.239.150
852,17,222.82.240.161,222.82.240.167
852,18,222.82.240.177,222.82.240.183
852,19,222.82.240.250,222.82.240.255
852,20,222.82.243.202,222.82.243.206
852,21,222.82.243.234,222.82.243.238
852,22,222.82.248.58,222.82.248.60
752,9,125.68.187.229,125.68.187.229
752,10,182.130.246.18,182.130.246.18
752,11,211.83.48.0,211.83.63.255
752,12,218.89.136.186,218.89.136.186
752,13,220.166.97.64,220.166.97.79
752,14,220.166.97.198,220.166.97.198
170,17135,202.196.80.0,202.196.95.255
170,17136,218.206.228.0,218.206.228.63
170,17137,218.29.136.0,218.29.136.63
170,17138,59.70.48.0,59.70.63.255
752,15,220.166.97.203,220.166.97.203
172,17148,220.249.78.129,220.249.78.159
173,17149,119.146.68.1,119.146.68.64
173,17150,125.218.160.0,125.218.176.255
173,17151,202.192.224.0,202.192.239.255
173,17152,222.17.96.0,222.17.127.255
173,17153,58.252.196.1,58.252.196.127
173,17154,59.33.247.0,59.33.247.128
174,17155,210.43.224.0,210.43.239.255
174,17156,220.169.45.160,220.169.45.191
174,17157,222.240.139.217,222.240.139.220
174,17158,58.20.32.172,58.20.32.185
174,17159,61.187.55.176,61.187.55.191
174,17160,61.187.55.208,61.187.55.223
174,17161,61.187.55.33,61.187.55.50
175,17162,203.93.208.154,203.93.208.154
175,17163,210.43.45.150,210.43.45.150
175,17164,211.85.228.1,211.85.228.255
175,17165,211.85.229.1,211.85.229.255
175,17166,211.85.230.1,211.85.230.255
175,17167,211.85.231.1,211.85.231.255
175,17168,219.72.229.200,219.72.229.200
175,17169,58.20.180.11,58.20.180.11
175,17170,58.20.182.25,58.20.182.30
