"ORGANIZATIONID","NAME","NEXTID","STARTDATE","EXPIRATIONDATE"
1164,"Brigham Young University",3,01-AUG-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-JUL-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1157,"World Business Council for Sustainable Development",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1158,"Zuercher Hochschule der Kuenste",7,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1159,"Zuercher Hochschule fuer Angewandte Wissenschaften ZHAW Waedenswil",4,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1160,"Zuercher Hochschule fuer Angewandte Wissenschaften ZHAW Winterthur",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1161,"Zurich University of Teacher Education",3,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-17 02.00.00.000000000 PM AMERICA/CHICAGO
1165,"Langston University",3,01-AUG-15 02.00.00.000000000 PM AMERICA/CHICAGO,31-JUL-16 02.00.00.000000000 PM AMERICA/CHICAGO
1167,"Institute of Geochemistry, CAS",5,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1168,"China University of Petroleum",8,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1169,"Library of Civil Aviation Flight University of China",8,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1170,"Whitman College",1,01-SEP-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-AUG-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1171,"Qinghai Cardiovascular and Cerebrovascular Disease Hospital",1,01-APR-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1172,"Hubei Institute of Aerospace Chemotechnology",3,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1173,"Shanghai Customs College",7,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1174,"University of Nottingham",8,01-SEP-15 02.00.00.000000000 PM AMERICA/CHICAGO,31-AUG-16 02.00.00.000000000 PM AMERICA/CHICAGO
1175,"University of Gothenburg",3,01-SEP-15 02.00.00.000000000 PM AMERICA/CHICAGO,31-DEC-16 02.00.00.000000000 PM AMERICA/CHICAGO
1177,"Claremont University Consortium",1,01-JUN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAY-20 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1178,"University of Virginia",10,01-SEP-15 02.00.00.000000000 PM AMERICA/CHICAGO,31-AUG-16 02.00.00.000000000 PM AMERICA/CHICAGO
1179,"Cinvestav",12,01-SEP-15 02.00.00.000000000 PM AMERICA/CHICAGO,31-AUG-16 02.00.00.000000000 PM AMERICA/CHICAGO
1078,"Leibniz Institute of Plant Genetics and Crop Plant Research",2,01-JUL-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,30-JUN-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1079,"Royal Holloway, University of London",5,01-JUN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAY-20 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1082,"Tropical Forestry Institute (CAAS)",3,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1080,"J. Craig Venter Institute",3,01-JUL-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,30-JUN-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1081,"Library of Jiangsu University of Science and Technology",8,01-APR-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1083,"Lushan Botanical Garden, Jiangxi Province and Chinese Acadmy of Sciences",4,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1084,"Guangzhou Jinan University Library",24,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1085,"Library Sichuan Normal University",23,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1086,"Nanjing Tech University",17,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1176,"Hasselt University",1,01-SEP-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-AUG-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1162,"University of Missouri - Columbia",13,01-JUL-15 02.00.00.000000000 PM AMERICA/CHICAGO,30-JUN-16 02.00.00.000000000 PM AMERICA/CHICAGO
1088,"Library of South University of Science and Technology of China",5,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1089,"Tsinghua Library",16,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
1077,"ICAR 2015 Palais de Congres",1,01-JUL-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,15-JUL-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1163,"ASPB Conference",1,26-JUL-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-JUL-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1087,"Inner Mongolia Agricultural University",7,01-APR-14 02.00.00.000000000 PM AMERICA/CHICAGO,31-MAR-17 02.00.00.000000000 PM AMERICA/CHICAGO
941,"La Trobe University",3,01-JAN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-DEC-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES
959,"Cardiff University",4,01-NOV-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-OCT-19 12.00.00.000000000 PM AMERICA/LOS_ANGELES
106,"Anhui Polytechnical University",16656,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
118,"Chengdu Institute of Biology, CAS",16745,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
127,"Chinese Academy of Sciences Institute of Zoology",16786,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
128,"Chongqing Academy of Science and Technology",16797,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
133,"Computer Network Information Center",16850,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
136,"Dalian Maritime University",16870,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
140,"Edinburgh University",16922,01-MAY-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,30-APR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
149,"Guangdong Polytechnic Normal University ",16965,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
151,"Guang Hua Collegc of Changchun University",16973,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
154,"Guangxi Medicinal Botanical Garden",16976,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
168,"Heilongjiang August First Land Reclamation University Library",17098,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
34,"Saint Louis University",2,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
36,"Stanford University",8,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
33,"Rutgers",10,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
14,"Helsinki University",10,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES
74,"Uni Goettingen",10,21-APR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,30-APR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
952,"Northeast Agricultural University Library",10,01-APR-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
84,"Australian National University",4,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
93,"Academia Sinica",5,14-APR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,14-APR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
99,"Rockefeller University",2,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
10,"Dow",2,01-JAN-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
181,"Institute of Agricultural Information, Jangsu Academy of Agricultural Sciences",17211,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
777,"Quanzhou Titan Maritime Institute",36096,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
782,"Shandong Institute of Scientific and Technical Infornation",36104,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
786,"Shanghai Marine University",36159,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
789,"Shantou University",36197,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
634,"Technology and Information Institute, Xinjiang Academy of Agricultural and Reclamation Sciences",36335,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
813,"The 718th Research of CSIC",36341,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
820,"Tianjing Agriculture College",36378,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
853,"Xinjiang Normal University Library",36827,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
862,"Yunyang Medical College",36915,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
909,"Burkina Faso",48139,01-APR-14 12.00.00.000000000 PM +08:00,
910,"Burundi",48168,01-APR-14 12.00.00.000000000 PM +08:00,
656,"Changsha University of Science and Technology",35211,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
659,"Chengdu University of Information Technology",35224,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
686,"Guangxi Teachers Education University",35498,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
595,"Haematology Institute and Hospital, CAMS & PUMC",35529,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
695,"Hebei Academy of Sciences",35572,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
702,"Henan Xuchang University Library",35613,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
706,"Hua Zhong Normal University",35645,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
709,"Hubei University of Technology",35670,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
609,"Institute of Hydrobiology, MWR and CAS",35783,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
726,"Institute of Scientific and Technical Information of Heilongjiang Province",35808,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
732,"Jinhua College of Profession and Technology",35843,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
733,"Jinhua Hospital of Traditonal Chinese Medical",35844,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
734,"Jishou University Library",35847,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
736,"Lanzhou University",35860,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
743,"Library of Henan Academy of Agricultural Science",35913,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
755,"Mount Allison University",35954,01-JUL-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,30-JUN-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
761,"Nanjing Research Institute for Agriculture Mechanization",36005,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
764,"National Marine Environmental Forecasting Center",36015,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
766,"Ningxia Medical University",36026,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
629,"Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences",36090,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
929,"Rwanda",49411,01-APR-14 12.00.00.000000000 PM +08:00,
932,"Tajikistan",49562,01-APR-14 12.00.00.000000000 PM +08:00,
953,"Anhui University of Finance and Economics",4,01-APR-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
954,"Library of Fujian Agriculture and Forestry University",10,01-APR-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1056,"Max Planck Institute of Physics (Werner Heisenberg Institute)",50621,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1067,"Wageningen UR",2,01-APR-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
1070,"National University of Singapore",3,01-MAY-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,30-APR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
985,"Friedrich Miescher Laboratory of the Max Planck Society",50307,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
986,"Fritz Haber Institute of the Max Planck Society",50321,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
999,"Max Planck Institute for Developmental Biology",50372,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1001,"Max Planck Institute for Dynamics of Complex Technical Systems",50378,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1007,"Max Planck Institute for Extraterrestrial Physics",50397,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1011,"Max Planck Institute for Heart and Lung Research (W. G. Kerckhoff Institute)",50417,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1013,"Max Planck Institute for Human Cognitive and Brain Sciences",50426,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1029,"Max Planck Institute for Polymer Research",50516,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1031,"Max Planck Institute for Radio Astronomy",50525,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1037,"Max Planck Institute for Solid State Research",50548,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1046,"Max Planck Institute of Biophysics",50578,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
1047,"Max Planck Institute of Coal Research",50583,01-JAN-15 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
223,"Nantong University",17496,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
226,"Neijiang Normal University",17511,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
231,"Northeast Institute of Geography and Agricultural Ecology, CAS",17544,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
239,"Qingdao Agricultural University Library ",17601,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
244,"Research Institute of Subtropical Forestry, the Chinese Academy of Forestry",17628,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
249,"Shandong University of Science and Technology",17673,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
259,"South China Botanical Garden, CAS",17750,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
261,"South China Sea Institute of Oceanology, CAS",17775,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
271,"The Library of Sichuan Agricultural University",17893,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
274,"The Science and Technology Library of Guangdong Province",17902,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
278,"Tibet University Library",17908,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
281,"Tutian Unibersity Library",17927,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
288,"University of Western Australia",17980,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
940,"Lehman College",2,01-JUN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAY-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
942,"University of Lethbridge",2,01-NOV-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-OCT-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
960,"Dartmouth College",3,01-APR-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
964,"Colorado State University",2,01-OCT-14 12.00.00.000000000 PM AMERICA/LOS_ANGELES,30-SEP-18 12.00.00.000000000 PM AMERICA/LOS_ANGELES
968,"Carleton University",6,01-JAN-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES,31-DEC-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
107,"Anhui University",16661,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
115,"Changchun University of Science and Technology",16719,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
116,"Changchun University of Technology Library",16726,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
119,"Chengdu Institute of Technology",16751,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
141,"Farmland Irrigation Research Institute, CAAS",16922,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
142,"Foshan University",16925,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
147,"Gansu Academy of Sciences",16958,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
148,"Grassland Research Institute, CAAS",16959,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
161,"Guizhou University",17018,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
164,"Hangzhou Teachers College",17064,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
167,"Heilongjiang Academy of Sciences",17085,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
173,"Huizhou University Library",17155,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
31,"RIKEN",2,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
47,"University of Leeds",3,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
57,"Washington State University",10,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
55,"University of Turku",10,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 PM AMERICA/LOS_ANGELES
19,"Kenyon College",3,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-DEC-19 12.00.00.000000000 PM AMERICA/LOS_ANGELES
83,"Leiden University",9,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,31-DEC-15 12.00.00.000000000 PM AMERICA/LOS_ANGELES
96,"CCMB Hyderabad",27,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,31-MAR-16 12.00.00.000000000 PM AMERICA/LOS_ANGELES
98,"SecureState PCI Scan",2,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,
103,"Phoenix Bioinformatics Corporation",5,31-MAR-14 11.52.00.000000000 PM AMERICA/LOS_ANGELES,
174,"Hunan Agriculture University",17162,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
176,"Hunan Normal University",17188,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
180,"Inner Mongolia University",17209,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
183,"Institute of Animal and Plant Quarantine,Chinese Academy of Inspection and Quarantine",17214,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
184,"Institute of Animal Sciences, CAAS",17215,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
186,"Institute of Biophysics, CAS",17217,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
193,"Institute of Special Animal and Plant Sciences, CAAS",17249,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
196,"Jiangsu Normal University ",17263,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
792,"Shanxi Provincial People's Hospital",36200,01-APR-14 12.00.00.000000000 AM AMERICA/LOS_ANGELES,31-MAR-17 12.00.00.000000000 AM AMERICA/LOS_ANGELES
